wavenumber_cm-1,reflectance_%
2000.302000,34.673177
2000.784000,34.663811
2001.266000,34.651182
2001.748000,34.635631
2002.230000,34.617502
2002.712000,34.597136
2003.194000,34.574876
2003.676000,34.551064
2004.158000,34.524529
2004.640000,34.498596
2005.122000,34.474537
2005.604000,34.449805
2006.086000,34.425184
2006.568000,34.399516
2007.050000,34.370580
2007.532000,34.343921
2008.014000,34.317022
2008.496000,34.289934
2008.978000,34.264847
2009.460000,34.237996
2009.942000,34.212564
2010.424000,34.187431
2010.906000,34.160484
2011.388000,34.136760
2011.870000,34.112359
2012.352000,34.090171
2012.834000,34.064145
2013.316000,34.037948
2013.798000,34.012311
2014.280000,33.985965
2014.762000,33.959889
2015.244000,33.933461
2015.726000,33.907659
2016.208000,33.879156
2016.690000,33.849264
2017.172000,33.817437
2017.654000,33.784971
2018.136000,33.754457
2018.618000,33.724325
2019.100000,33.694067
2019.582000,33.661787
2020.064000,33.633527
2020.546000,33.604403
2021.028000,33.575243
2021.510000,33.549521
2021.992000,33.523278
2022.474000,33.497547
2022.956000,33.470716
2023.438000,33.441789
2023.920000,33.410306
2024.402000,33.380487
2024.884000,33.349472
2025.366000,33.316987
2025.848000,33.283327
2026.330000,33.251247
2026.812000,33.219991
2027.294000,33.184803
2027.776000,33.153413
2028.258000,33.120443
2028.740000,33.087515
2029.222000,33.058100
2029.704000,33.026686
2030.186000,32.994423
2030.668000,32.962054
2031.150000,32.931471
2031.632000,32.901219
2032.114000,32.872181
2032.596000,32.845170
2033.078000,32.817833
2033.560000,32.791205
2034.042000,32.762729
2034.524000,32.736412
2035.006000,32.706611
2035.488000,32.677397
2035.970000,32.647394
2036.452000,32.612539
2036.934000,32.577078
2037.416000,32.544468
2037.898000,32.510920
2038.380000,32.476453
2038.862000,32.442517
2039.344000,32.406271
2039.826000,32.370836
2040.308000,32.335057
2040.790000,32.300769
2041.272000,32.267793
2041.754000,32.233223
2042.236000,32.199158
2042.718000,32.165978
2043.200000,32.132384
2043.682000,32.102324
2044.164000,32.076309
2044.646000,32.045590
2045.128000,32.014779
2045.610000,31.982935
2046.092000,31.951226
2046.574000,31.918401
2047.056000,31.883814
2047.538000,31.851089
2048.020000,31.816951
2048.502000,31.782480
2048.984000,31.747470
2049.466000,31.713057
2049.948000,31.681012
2050.430000,31.649296
2050.912000,31.618440
2051.394000,31.587248
2051.876000,31.557427
2052.358000,31.525258
2052.840000,31.494192
2053.322000,31.460994
2053.804000,31.431015
2054.286000,31.398360
2054.768000,31.367341
2055.250000,31.335444
2055.732000,31.303592
2056.214000,31.271507
2056.696000,31.241883
2057.178000,31.210449
2057.660000,31.182535
2058.142000,31.152527
2058.624000,31.121244
2059.106000,31.087226
2059.588000,31.055290
2060.070000,31.023658
2060.552000,30.995073
2061.034000,30.962558
2061.516000,30.931685
2061.998000,30.899897
2062.480000,30.867141
2062.962000,30.835043
2063.444000,30.802087
2063.926000,30.769795
2064.408000,30.734377
2064.890000,30.697309
2065.372000,30.659086
2065.854000,30.622069
2066.336000,30.586589
2066.818000,30.551132
2067.300000,30.520397
2067.782000,30.487726
2068.264000,30.455310
2068.746000,30.422773
2069.228000,30.391556
2069.710000,30.361299
2070.192000,30.328684
2070.674000,30.297601
2071.156000,30.261998
2071.638000,30.228480
2072.120000,30.192557
2072.602000,30.159884
2073.084000,30.125871
2073.566000,30.094142
2074.048000,30.063865
2074.530000,30.031819
2075.012000,30.000919
2075.494000,29.969228
2075.976000,29.940056
2076.458000,29.907812
2076.940000,29.879799
2077.422000,29.851964
2077.904000,29.822910
2078.386000,29.794185
2078.868000,29.764527
2079.350000,29.733945
2079.832000,29.704111
2080.314000,29.674437
2080.796000,29.641258
2081.278000,29.608166
2081.760000,29.577194
2082.242000,29.544047
2082.724000,29.512121
2083.206000,29.480823
2083.688000,29.452007
2084.170000,29.420129
2084.652000,29.386590
2085.134000,29.354858
2085.616000,29.323229
2086.098000,29.292323
2086.580000,29.262020
2087.062000,29.231919
2087.544000,29.199477
2088.026000,29.168216
2088.508000,29.141687
2088.990000,29.113691
2089.472000,29.085381
2089.954000,29.057125
2090.436000,29.026842
2090.918000,28.997850
2091.400000,28.968111
2091.882000,28.942038
2092.364000,28.915273
2092.846000,28.890140
2093.328000,28.864179
2093.810000,28.837302
2094.292000,28.806666
2094.774000,28.779979
2095.256000,28.754602
2095.738000,28.727047
2096.220000,28.698864
2096.702000,28.671733
2097.184000,28.644533
2097.666000,28.617795
2098.148000,28.590978
2098.630000,28.563934
2099.112000,28.540021
2099.594000,28.515013
2100.076000,28.490599
2100.558000,28.463009
2101.040000,28.436441
2101.522000,28.413817
2102.004000,28.388554
2102.486000,28.364601
2102.968000,28.341844
2103.450000,28.321847
2103.932000,28.299453
2104.414000,28.274433
2104.896000,28.251346
2105.378000,28.229509
2105.860000,28.208646
2106.342000,28.185513
2106.824000,28.163301
2107.306000,28.138347
2107.788000,28.112883
2108.270000,28.087659
2108.752000,28.062919
2109.234000,28.040754
2109.716000,28.017901
2110.198000,27.996151
2110.680000,27.971889
2111.162000,27.948316
2111.644000,27.928641
2112.126000,27.909702
2112.608000,27.891293
2113.090000,27.871973
2113.572000,27.852406
2114.054000,27.832941
2114.536000,27.813961
2115.018000,27.796506
2115.500000,27.778241
2115.982000,27.759046
2116.464000,27.738045
2116.946000,27.719297
2117.428000,27.700660
2117.910000,27.681955
2118.392000,27.664066
2118.874000,27.646555
2119.356000,27.628609
2119.838000,27.607742
2120.320000,27.588980
2120.802000,27.572273
2121.284000,27.556273
2121.766000,27.538865
2122.248000,27.519060
2122.730000,27.501704
2123.212000,27.485080
2123.694000,27.470275
2124.176000,27.454240
2124.658000,27.437474
2125.140000,27.422222
2125.622000,27.407278
2126.104000,27.390755
2126.586000,27.374430
2127.068000,27.359608
2127.550000,27.345829
2128.032000,27.331569
2128.514000,27.316248
2128.996000,27.300343
2129.478000,27.286173
2129.960000,27.272555
2130.442000,27.261639
2130.924000,27.247651
2131.406000,27.234273
2131.888000,27.222874
2132.370000,27.210816
2132.852000,27.199827
2133.334000,27.188610
2133.816000,27.176145
2134.298000,27.162957
2134.780000,27.148951
2135.262000,27.135493
2135.744000,27.122609
2136.226000,27.109635
2136.708000,27.098845
2137.190000,27.087964
2137.672000,27.074885
2138.154000,27.062741
2138.636000,27.050644
2139.118000,27.038402
2139.600000,27.027370
2140.082000,27.016026
2140.564000,27.005145
2141.046000,26.994993
2141.528000,26.986817
2142.010000,26.979684
2142.492000,26.973829
2142.974000,26.968164
2143.456000,26.963369
2143.938000,26.957924
2144.420000,26.953260
2144.902000,26.947440
2145.384000,26.941343
2145.866000,26.935013
2146.348000,26.928923
2146.830000,26.922644
2147.312000,26.916317
2147.794000,26.908434
2148.276000,26.902105
2148.758000,26.896841
2149.240000,26.891937
2149.722000,26.887660
2150.204000,26.881387
2150.686000,26.876468
2151.168000,26.871683
2151.650000,26.865256
2152.132000,26.859732
2152.614000,26.853101
2153.096000,26.848017
2153.578000,26.842964
2154.060000,26.837914
2154.542000,26.834088
2155.024000,26.833491
2155.506000,26.832388
2155.988000,26.830588
2156.470000,26.827534
2156.952000,26.823381
2157.434000,26.822344
2157.916000,26.818282
2158.398000,26.815178
2158.880000,26.811627
2159.362000,26.807610
2159.844000,26.807369
2160.326000,26.806313
2160.808000,26.805345
2161.290000,26.806101
2161.772000,26.806473
2162.254000,26.806340
2162.736000,26.808246
2163.218000,26.809524
2163.700000,26.811419
2164.182000,26.814755
2164.664000,26.815520
2165.146000,26.817828
2165.628000,26.816151
2166.110000,26.816858
2166.592000,26.817136
2167.074000,26.814884
2167.556000,26.813486
2168.038000,26.813545
2168.520000,26.812813
2169.002000,26.814930
2169.484000,26.817373
2169.966000,26.820847
2170.448000,26.827079
2170.930000,26.832274
2171.412000,26.837865
2171.894000,26.844696
2172.376000,26.850259
2172.858000,26.858536
2173.340000,26.862611
2173.822000,26.865158
2174.304000,26.869052
2174.786000,26.872188
2175.268000,26.875369
2175.750000,26.880160
2176.232000,26.884748
2176.714000,26.892983
2177.196000,26.901402
2177.678000,26.908603
2178.160000,26.918310
2178.642000,26.930314
2179.124000,26.943244
2179.606000,26.955110
2180.088000,26.964036
2180.570000,26.971952
2181.052000,26.981136
2181.534000,26.990436
2182.016000,27.000510
2182.498000,27.009504
2182.980000,27.017877
2183.462000,27.026197
2183.944000,27.033167
2184.426000,27.041376
2184.908000,27.050391
2185.390000,27.060361
2185.872000,27.070892
2186.354000,27.076681
2186.836000,27.082963
2187.318000,27.091325
2187.800000,27.099636
2188.282000,27.109472
2188.764000,27.120052
2189.246000,27.131352
2189.728000,27.142543
2190.210000,27.154280
2190.692000,27.166008
2191.174000,27.177822
2191.656000,27.190352
2192.138000,27.202808
2192.620000,27.215177
2193.102000,27.224731
2193.584000,27.237051
2194.066000,27.250888
2194.548000,27.262331
2195.030000,27.277151
2195.512000,27.293325
2195.994000,27.308089
2196.476000,27.322264
2196.958000,27.337298
2197.440000,27.351181
2197.922000,27.366245
2198.404000,27.379672
2198.886000,27.394586
2199.368000,27.409605
2199.850000,27.424615
2200.332000,27.438709
2200.814000,27.454686
2201.296000,27.468824
2201.778000,27.484937
2202.260000,27.502084
2202.742000,27.519253
2203.224000,27.536934
2203.706000,27.555543
2204.188000,27.573607
2204.670000,27.591745
2205.152000,27.608247
2205.634000,27.627431
2206.116000,27.644712
2206.598000,27.663073
2207.080000,27.680312
2207.562000,27.697254
2208.044000,27.713844
2208.526000,27.731218
2209.008000,27.750669
2209.490000,27.771172
2209.972000,27.791092
2210.454000,27.810652
2210.936000,27.828333
2211.418000,27.844941
2211.900000,27.862179
2212.382000,27.878927
2212.864000,27.896064
2213.346000,27.912930
2213.828000,27.930142
2214.310000,27.947157
2214.792000,27.966785
2215.274000,27.986748
2215.756000,28.009802
2216.238000,28.033922
2216.720000,28.055640
2217.202000,28.076551
2217.684000,28.097413
2218.166000,28.116538
2218.648000,28.135245
2219.130000,28.151305
2219.612000,28.168555
2220.094000,28.184161
2220.576000,28.202771
2221.058000,28.218177
2221.540000,28.237397
2222.022000,28.258119
2222.504000,28.280708
2222.986000,28.304313
2223.468000,28.327782
2223.950000,28.353352
2224.432000,28.378483
2224.914000,28.402651
2225.396000,28.428214
2225.878000,28.453105
2226.360000,28.479265
2226.842000,28.502305
2227.324000,28.525383
2227.806000,28.543055
2228.288000,28.566422
2228.770000,28.588564
2229.252000,28.612318
2229.734000,28.634821
2230.216000,28.658230
2230.698000,28.681373
2231.180000,28.701934
2231.662000,28.724622
2232.144000,28.745816
2232.626000,28.768183
2233.108000,28.789906
2233.590000,28.810064
2234.072000,28.832561
2234.554000,28.851024
2235.036000,28.872426
2235.518000,28.894455
2236.000000,28.917879
2236.482000,28.939158
2236.964000,28.962653
2237.446000,28.984588
2237.928000,29.003573
2238.410000,29.024613
2238.892000,29.045422
2239.374000,29.070112
2239.856000,29.091183
2240.338000,29.114038
2240.820000,29.136035
2241.302000,29.155261
2241.784000,29.175550
2242.266000,29.197652
2242.748000,29.219084
2243.230000,29.240214
2243.712000,29.261888
2244.194000,29.282216
2244.676000,29.302940
2245.158000,29.326137
2245.640000,29.351010
2246.122000,29.375294
2246.604000,29.397079
2247.086000,29.421229
2247.568000,29.443369
2248.050000,29.466501
2248.532000,29.489546
2249.014000,29.511360
2249.496000,29.533800
2249.978000,29.555843
2250.460000,29.577996
2250.942000,29.599440
2251.424000,29.621266
2251.906000,29.643776
2252.388000,29.667742
2252.870000,29.690379
2253.352000,29.712240
2253.834000,29.734147
2254.316000,29.758370
2254.798000,29.781780
2255.280000,29.804983
2255.762000,29.826630
2256.244000,29.850767
2256.726000,29.874616
2257.208000,29.897257
2257.690000,29.921272
2258.172000,29.945652
2258.654000,29.968683
2259.136000,29.991900
2259.618000,30.013880
2260.100000,30.034341
2260.582000,30.056231
2261.064000,30.080877
2261.546000,30.103467
2262.028000,30.125115
2262.510000,30.144492
2262.992000,30.166377
2263.474000,30.187481
2263.956000,30.209357
2264.438000,30.232575
2264.920000,30.253067
2265.402000,30.273689
2265.884000,30.295466
2266.366000,30.317530
2266.848000,30.339150
2267.330000,30.363514
2267.812000,30.387800
2268.294000,30.411249
2268.776000,30.432295
2269.258000,30.454322
2269.740000,30.476486
2270.222000,30.499342
2270.704000,30.524169
2271.186000,30.546834
2271.668000,30.568769
2272.150000,30.592715
2272.632000,30.615570
2273.114000,30.639378
2273.596000,30.662216
2274.078000,30.684295
2274.560000,30.704539
2275.042000,30.723825
2275.524000,30.743034
2276.006000,30.762225
2276.488000,30.778410
2276.970000,30.797854
2277.452000,30.819572
2277.934000,30.838401
2278.416000,30.859097
2278.898000,30.881671
2279.380000,30.905430
2279.862000,30.931665
2280.344000,30.955539
